pdb_id,model,plddt,delta_to_best
6rsx,1,42.387674418604654,-27.324573643410865
6rsx,3,41.11302325581395,-28.59922480620157
6rsx,3,53.0806976744186,-16.631550387596917
6rsx,3,48.742170542635655,-20.970077519379863
6rsx,2,50.8937984496124,-18.81844961240312
6rsx,4,38.870232558139534,-30.842015503875984
6rsx,4,38.51294573643411,-31.199302325581407
6rsx,5,44.64604651162791,-25.06620155038761
6rsx,5,38.56542635658914,-31.146821705426376
6rsx,2,43.112945736434106,-26.599302325581412
6rsx,2,36.96131782945736,-32.75093023255816
6rsx,3,46.96193798449613,-22.750310077519387
6rsx,3,35.63015503875969,-34.08209302325583
6rsx,1,52.79666666666667,-16.915581395348852
6rsx,2,42.81682170542635,-26.89542635658917
6rsx,2,43.76658914728682,-25.945658914728696
6rsx,3,40.90496124031007,-28.807286821705446
6rsx,5,38.79093023255815,-30.921317829457365
6rsx,4,52.55441860465117,-17.15782945736435
6rsx,5,60.26255813953488,-9.449689922480637
6rsx,4,44.81635658914729,-24.89589147286823
6rsx,4,54.73255813953488,-14.979689922480638
3tzq,2,40.61003831417625,-27.42697318007663
3tzq,3,64.77980842911879,-3.2572030651340924
3tzq,2,42.13632183908046,-25.90068965517242
3tzq,1,32.32478927203065,-35.71222222222223
3tzq,3,25.25528735632184,-42.781724137931036
3tzq,5,67.14436781609196,-0.8926436781609226
3tzq,5,34.26264367816092,-33.77436781609196
3tzq,1,41.21111111111112,-26.825900383141757
3tzq,2,40.806015325670494,-27.230996168582386
3tzq,5,37.24183908045977,-30.79517241379311
3tzq,1,39.21279693486591,-28.824214559386974
3tzq,4,56.221762452107285,-11.815249042145595
3tzq,3,34.09306513409962,-33.94394636015326
3tzq,3,35.927356321839085,-32.109655172413795
3tzq,3,36.9844061302682,-31.052605363984682
3tzq,1,51.042222222222215,-16.994789272030665
3tzq,5,37.53272030651341,-30.50429118773947
3tzq,2,60.22808429118774,-7.808927203065139
3tzq,2,60.90264367816091,-7.134367816091967
3tzq,4,40.89812260536399,-27.138888888888893
3tzq,2,47.13455938697318,-20.9024521072797
3tzq,3,52.06785440613027,-15.969157088122607
3tzq,5,66.49988505747126,-1.5371264367816195
3tzq,1,39.40111111111111,-28.635900383141767
3tzq,2,46.31226053639847,-21.72475095785441
3tzq,1,47.6144061302682,-20.42260536398468
3tzq,4,66.72003831417625,-1.31697318007663
3tzq,3,35.15360153256705,-32.88340996168583
3tzq,3,38.89264367816092,-29.144367816091957
3tzq,2,49.90938697318008,-18.127624521072804
3tzq,5,65.94735632183908,-2.0896551724137993
3tzq,3,43.656781609195406,-24.380229885057474
3tzq,2,41.651340996168585,-26.385670498084295
3tzq,5,43.89091954022988,-24.146091954023
3tzq,5,35.82452107279694,-32.21249042145594
3tzq,1,37.31521072796935,-30.72180076628353
3tzq,4,39.87973180076629,-28.157279693486593
3tzq,1,68.03701149425288,0.0
3tzq,4,43.09226053639848,-24.944750957854403
3tzq,1,38.66727969348658,-29.369731800766303
3tzq,4,40.83835249042146,-27.198659003831423
3tzq,4,56.32704980842912,-11.709961685823757
3tzq,5,28.725747126436783,-39.311264367816094
3tzq,4,67.37773946360153,-0.6592720306513513
3tzq,4,64.64747126436782,-3.389540229885057
2pg4,2,70.6295652173913,-19.24760869565216
2pg4,1,86.35836956521739,-3.5188043478260767
2pg4,5,83.76282608695651,-6.114347826086956
2pg4,5,87.47239130434784,-2.4047826086956263
2pg4,3,89.40478260869565,-0.4723913043478092
2pg4,2,87.36434782608696,-2.512826086956508
2pg4,1,88.45260869565217,-1.4245652173912902
2pg4,2,88.11619565217391,-1.7609782608695497
2pg4,3,86.74347826086957,-3.1336956521738983
2pg4,3,88.85597826086958,-1.021195652173887
2pg4,3,86.78945652173913,-3.087717391304338
2pg4,5,69.28097826086956,-20.596195652173904
2pg4,5,89.31815217391305,-0.5590217391304151
2pg4,5,87.77141304347825,-2.1057608695652164
2pg4,2,69.80173913043478,-20.07543478260868
2pg4,4,87.04152173913045,-2.8356521739130187
2pg4,2,88.69836956521738,-1.1788043478260875
2pg4,2,45.19673913043478,-44.680434782608685
2pg4,4,88.09934782608697,-1.7778260869564946
2pg4,2,78.00391304347826,-11.8732608695652
